Symbol,Company Name,Industry,Market Cap
THTX,Theratechnologies,Biotechnology,299.30M
TIG,Trean Insurance Group,Biotechnology,415.03M
TIGO,Millicom International Cellular,Wireless Telecommunication Services,3.10B
TIGR,UP Fintech Holding,Capital Markets,889.82M
TIL,Instil Bio,Biotechnology,2.83B
TILE,Interface,Commercial Services &amp; Supplies,823.82M
TIMB,TIM S.A.,Telecom Services,5.94B
TINV,Tiga Acquisition,Blank Check / SPAC,350.17M
TIOA,Tio Tech A,Blank Check / SPAC,423.49M
TIPT,Tiptree,Insurance,441.72M
TIRX,Tian Ruixiang Holdings,Insurance Brokers,27.81M
TISI,"Team, Inc.",Commercial Services &amp; Supplies,35.94M
TITN,Titan Machinery,Trading Companies &amp; Distributors,709.27M
TIVC,Tivic Health Systems,Medical Devices,34.59M
TIXT,TELUS International,Software-Infrastructure,8.96B
TJX,The TJX Companies,Specialty Retail,81.13B
TK,Teekay,"Oil, Gas &amp; Consumable Fuels",325.03M
TKAT,Takung Art Co.,Interactive Media &amp; Services,66.02M
TKC,Turkcell Iletisim Hizmetleri A.S.,Wireless Telecommunication Services,3.33B
TKNO,Alpha Teknova,Drug Manufacturers-Specialty &amp; Generic,569.20M
TKR,The Timken Company,Machinery,4.94B
TLGA,TLG Acquisition One,Blank Check / SPAC,488.50M
TLIS,Talis Biomedical,Medical Devices,117.51M
TLK,Telkom Indonesia,Diversified Telecommunication Services,28.24B
TLMD,SOC Telemed,Medical Care Facilities,197.65M
TLRY,Tilray,Pharmaceuticals,4.30B
TLS,Telos,Software,1.04B
TLSA,Tiziana Life Sciences,Biotechnology,116.77M
TLYS,Tilly's,Specialty Retail,440.83M
TM,Toyota Motor,Automobiles,247.05B
TMAC,The Music Acquisition,Blank Check / SPAC,280.89M
TMBR,Timber Pharmaceuticals,Biotechnology,26.64M
TMC,TMC the metals company,Other Industrial Metals &amp; Mining,594.68M
TMCI,Treace Medical Concepts,Medical Devices,954.98M
TMDI,Titan Medical,Health Care Equipment &amp; Supplies,84.15M
TMDX,TransMedics Group,Health Care Equipment &amp; Supplies,625.90M
TME,Tencent Music Entertainment Group,Entertainment,11.27B
TMHC,Taylor Morrison Home,Household Durables,3.82B
TMKR,Tastemaker Acquisition,Blank Check / SPAC,339.48M
TMO,Thermo Fisher Scientific,Life Sciences Tools &amp; Services,246.73B
TMP,Tompkins Financial,Banks,1.14B
TMPM,Turmeric Acquisition,Blank Check / SPAC,123.82M
TMQ,Trilogy Metals,Metals &amp; Mining,227.19M
TMST,TimkenSteel,Metals &amp; Mining,652.46M
TMUS,T-Mobile US,Wireless Telecommunication Services,133.30B
TMX,Terminix Global Holdings,Personal Services,4.40B
TNC,Tennant Company,Machinery,1.46B
TNDM,Tandem Diabetes Care,Health Care Equipment &amp; Supplies,7.92B
TNET,TriNet Group,Professional Services,6.59B
TNGX,Tango Therapeutics,Biotechnology,871.96M
TNK,Teekay Tankers,"Oil, Gas &amp; Consumable Fuels",352.53M
TNL,Travel + Leisure Co.,"Hotels, Restaurants &amp; Leisure",4.07B
TNP,Tsakos Energy Navigation,"Oil, Gas &amp; Consumable Fuels",152.45M
TNXP,Tonix Pharmaceuticals Holding,Biotechnology,187.66M
TNYA,Tenaya Therapeutics,Biotechnology,811.18M
TOI,The Oncology Institute,Shell Companies,176.81M
TOL,Toll Brothers,Household Durables,7.88B
TOMZ,TOMI Environmental Solutions,Commercial Services &amp; Supplies,36.80M
TOPS,Top Ships,"Oil, Gas &amp; Consumable Fuels",40.63M
TOST,Toast,Software-Infrastructure,17.82B
TOUR,Tuniu,"Hotels, Restaurants &amp; Leisure",109.93M
TOWN,TowneBank,Banks,2.21B
TPB,Turning Point Brands,Tobacco,698.50M
TPBA,TPB Acquisition I,Blank Check / SPAC,220.50M
TPC,Tutor Perini,Construction &amp; Engineering,638.92M
TPGS,TPG Pace Solutions,Blank Check / SPAC,385.37M
TPGY,TPG Pace Beneficial Finance,Shell Companies,454.56M
TPH,TRI Pointe Homes,Household Durables,2.78B
TPHS,Trinity Place Holdings,Real Estate Management &amp; Development,66.74M
TPIC,TPI Composites,Electrical Equipment,605.36M
TPL,Texas Pacific Land,"Oil, Gas &amp; Consumable Fuels",9.14B
TPR,Tapestry,"Textiles, Apparel &amp; Luxury Goods",10.70B
TPST,Tempest Therapeutics,Biotechnology,68.41M
TPTX,Turning Point Therapeutics,Biotechnology,1.80B
TPVG,TriplePoint Venture Growth BDC,Capital Markets,540.36M
TPX,Tempur Sealy International,Household Durables,8.33B
TR,Tootsie Roll Industries,Food Products,2.11B
TRC,Tejon Ranch Company,Real Estate Management &amp; Development,473.15M
TRCA,Twin Ridge Capital Acquisition,Blank Check / SPAC,259.70M
TRDA,Entrada Therapeutics,Biotechnology,902.60M
TREB,Trebia Acquisition,Blank Check / SPAC,641.70M
TREC,Trecora Resources,Chemicals,210.10M
TREE,LendingTree,Thrifts &amp; Mortgage Finance,1.51B
TREX,Trex Company,Building Products,15.42B
TRGP,Targa Resources,"Oil, Gas &amp; Consumable Fuels",11.64B
TRHC,Tabula Rasa HealthCare,Health Care Technology,275.96M
TRI,Thomson Reuters,Professional Services,58.08B
TRIB,Trinity Biotech,Health Care Equipment &amp; Supplies,37.62M
TRIN,Trinity Capital,Asset Management,452.10M
TRIP,TripAdvisor,Interactive Media &amp; Services,3.46B
TRIT,Triterras,Information Technology Services,306.99M
TRKA,Troika Media Group,Advertising Agencies,61.00M
TRMB,Trimble,"Electronic Equipment, Instruments &amp; C...",21.09B
TRMD,Torm PLC,Oil &amp; Gas Midstream,563.39M
TRMK,Trustmark,Banks,1.91B
TRMR,Tremor International,Advertising Agencies,1.08B
TRN,Trinity Industries,Machinery,2.49B
TRNO,Terreno Realty,"Equity Real Estate 
Investment Trusts...",5.66B
TRNS,Transcat,Trading Companies &amp; Distributors,668.95M
TRON,Corner Growth Acquisition 2,Blank Check / SPAC,228.01M
TROO,TROOPS,"Electronic Equipment, Instruments &amp; C...",565.06M
TROW,T. Rowe Price Group,Capital Markets,44.94B
TROX,Tronox Holdings,Chemicals,3.36B
TRP,TC Energy,"Oil, Gas &amp; Consumable Fuels",46.13B
TRQ,Turquoise Hill Resources,Metals &amp; Mining,2.94B
TRS,TriMas,Machinery,1.37B
TRST,TrustCo Bank Corp NY,Thrifts &amp; Mortgage Finance,622.68M
TRT,Trio-Tech International,Semiconductors &amp; Semiconductor Equipment,34.32M
TRTL,TortoiseEcofin Acquisition III,Blank Check / SPAC,363.75M
TRTN,Triton International,Trading Companies &amp; Distributors,3.69B
TRTX,TPG RE Finance Trust,"Mortgage Real Estate Investment 
Trus...",923.04M
TRU,TransUnion,Professional Services,20.96B
TRUE,TrueCar,Interactive Media &amp; Services,312.71M
TRUP,Trupanion,Insurance,4.53B
TRV,The Travelers Companies,Insurance,35.79B
TRVG,Trivago,Interactive Media &amp; Services,766.66M
TRVI,Trevi Therapeutics,Pharmaceuticals,25.59M
TRVN,Trevena,Biotechnology,114.41M
TRX,Tanzanian Gold,Metals &amp; Mining,104.50M
TS,Tenaris,Energy Equipment &amp; Services,12.06B
TSAT,Telesat,Media,875.09M
TSBK,Timberland Bancorp,Thrifts &amp; Mortgage Finance,232.03M
TSC,TriState Capital Holdings,Banks,961.47M
TSCO,Tractor Supply Company,Specialty Retail,25.49B
TSE,Trinseo,Chemicals,1.82B
TSEM,Tower Semiconductor,Semiconductors &amp; Semiconductor Equipment,3.99B
TSHA,Taysha Gene Therapies,Biotechnology,499.39M
TSIB,Tishman Speyer Innovation II,Blank Check / SPAC,367.88M
TSLA,Tesla,Automobiles,"1,099.66B"
TSLX,Sixth Street Specialty Lending,Capital Markets,1.74B
TSM,Taiwan Semiconductor Manufacturing Company,Semiconductors &amp; Semiconductor Equipment,625.60B
TSN,Tyson Foods,Food Products,28.80B
TSP,TuSimple Holdings,Trucking,7.97B
TSPQ,TCW Special Purpose Acquisition,Blank Check / SPAC,566.00M
TSQ,Townsquare Media,Media,209.92M
TSRI,"TSR, Inc.",IT Services,16.91M
TSVT,2seventy bio,Drug Manufacturers-General,617.12M
TT,Trane Technologies,Building Products,44.05B
TTC,The Toro Company,Machinery,10.68B
TTCF,Tattooed Chef,Packaged Foods,1.27B
TTD,The Trade Desk,Software,49.71B
TTE,TotalEnergies SE,"Oil, Gas &amp; Consumable Fuels",122.01B
TTEC,TTEC Holdings,IT Services,3.92B
TTEK,Tetra Tech,Commercial Services &amp; Supplies,9.95B
TTGT,TechTarget,Media,2.58B
TTI,TETRA Technologies,Energy Equipment &amp; Services,317.35M
TTM,Tata Motors,Automobiles,23.95B
TTMI,TTM Technologies,"Electronic Equipment, Instruments &amp; C...",1.44B
TTNP,Titan Pharmaceuticals,Pharmaceuticals,13.09M
TTOO,T2 Biosystems,Biotechnology,97.95M
TTSH,Tile Shop Holdings,Specialty Retail,395.48M
TTWO,Take-Two Interactive Software,Entertainment,19.13B
TU,TELUS,Diversified Telecommunication Services,31.09B
TUEM,Tuesday Morning,Discount Stores,192.12M
TUFN,Tufin Software Technologies,Software,305.81M
TUGC,TradeUP Global,Blank Check / SPAC,57.47M
TUP,Tupperware Brands,Household Durables,743.96M
TURN,180 Degree Capital,Capital Markets,76.04M
TUSK,Mammoth Energy Services,Energy Equipment &amp; Services,92.90M
TUYA,"Tuya, Inc.",Software-Infrastructure,3.34B
TV,Grupo Televisa SAB,Media,5.08B
TVAC,Thayer Ventures Acquisition,Blank Check / SPAC,218.43M
TVTX,Travere Therapeutics,Biotechnology,1.71B
TVTY,Tivity Health,Health Care Providers &amp; Services,1.19B
TW,Tradeweb Markets,Capital Markets,22.33B
TWCB,Bilander Acquisition,Blank Check / SPAC,196.20M
TWI,Titan International,Machinery,417.94M
TWIN,"Twin Disc,",Machinery,166.18M
TWKS,Thoughtworks Holding,Information Technology Services,8.81B
TWLO,Twilio,IT Services,46.28B
TWLV,Twelve Seas Investment Company II,Blank Check / SPAC,430.72M
TWND,Tailwind Acquisition,Blank Check / SPAC,411.92M
TWNI,Tailwind International Acquisition,Blank Check / SPAC,420.47M
TWNK,Hostess Brands,Food Products,2.35B
TWNT,Tailwind Two Acquisition,Blank Check / SPAC,426.51M
TWO,Two Harbors Investment,"Mortgage Real Estate Investment 
Trus...",1.99B
TWOA,two,Blank Check / SPAC,268.77M
TWOU,"2U, Inc.",Software,1.68B
TWST,Twist Bioscience,Biotechnology,4.32B
TWTR,Twitter,Interactive Media &amp; Services,34.24B
TX,Ternium,Metals &amp; Mining,7.50B
TXG,10X Genomics,Life Sciences Tools &amp; Services,16.12B
TXMD,TherapeuticsMD,Pharmaceuticals,194.36M
TXN,Texas Instruments,Semiconductors &amp; Semiconductor Equipment,177.66B
TXRH,Texas Roadhouse,"Hotels, Restaurants &amp; Leisure",5.63B
TXT,Textron,Aerospace &amp; Defense,15.24B
TYG,Tortoise Energy Infrastructure,Asset Management,318.24M
TYL,Tyler Technologies,Software,20.56B
TYME,Tyme Technologies,Biotechnology,114.74M
TYRA,Tyra Biosciences,Biotechnology,1.03B
TZOO,Travelzoo,Interactive Media &amp; Services,111.55M
TZPS,TZP Strategies Acquisition,Blank Check / SPAC,350.03M
U,Unity Software,Software,43.38B
UA,Under Armour,"Textiles, Apparel &amp; Luxury Goods",10.05B
UAA,Under Armour,"Textiles, Apparel &amp; Luxury Goods",10.05B
UAL,United Airlines Holdings,Airlines,13.68B
UAMY,United States Antimony,Metals &amp; Mining,62.61M
UAN,CVR Partners LP,Chemicals,829.51M
UAVS,AgEagle Aerial Systems,Machinery,152.13M
UBA,Urstadt Biddle Properties,"Equity Real Estate 
Investment Trusts...",740.29M
UBCP,United Bancorp,Banks,92.57M
UBER,Uber Technologies,Road &amp; Rail,69.88B
UBFO,United Security Bancshares,Banks,131.83M
UBOH,United Bancshares,Banks,98.20M
UBP,Urstadt Biddle Properties,"Equity Real Estate 
Investment Trusts...",740.29M
UBS,UBS Group AG,Capital Markets,59.23B
UBSI,United Bankshares,Banks,4.54B
UBX,Unity Biotechnology,Biotechnology,111.41M
UCBI,United Community Banks,Banks,3.03B
UCL,uCloudlink Group,Telecom Services,75.51M
UCTT,Ultra Clean Holdings,Semiconductors &amp; Semiconductor Equipment,2.52B
UDMY,Udemy,Education &amp; Training Services,3.26B
UDR,"UDR, Inc.","Equity Real Estate 
Investment Trusts...",17.54B
UE,Urban Edge Properties,"Equity Real Estate 
Investment Trusts...",1.95B
UEC,Uranium Energy,"Oil, Gas &amp; Consumable Fuels",932.49M
UEIC,Universal Electronics,Household Durables,477.43M
UEPS,Net 1 UEPS Technologies,IT Services,252.49M
UFAB,Unique Fabricating,Auto Components,26.05M
UFCS,United Fire Group,Insurance,547.27M
UFI,Unifi,"Textiles, Apparel &amp; Luxury Goods",373.17M
UFPI,UFP Industries,Building Products,5.18B
UFPT,UFP Technologies,Containers &amp; Packaging,486.75M
UG,United-Guardian,Personal Products,75.86M
UGI,UGI Corporation,Gas Utilities,8.64B
UGP,Ultrapar Participacoes,"Oil, Gas &amp; Consumable Fuels",2.70B
UGRO,Urban-gro,Farm &amp; Heavy Construction Machinery,98.77M
UHAL,Amerco,Road &amp; Rail,13.75B
UHS,Universal Health Services,Health Care Providers &amp; Services,9.54B
UHT,Universal Health Realty Income Trust,"Equity Real Estate 
Investment Trusts...",761.31M
UI,Ubiquiti,Communications Equipment,18.52B
UIHC,United Insurance Holdings,Insurance,183.19M
UIS,Unisys,IT Services,1.22B
UK,Ucommune International,Real Estate Services,76.38M
UL,Unilever,Personal Products,131.99B
ULBI,Ultralife,Electrical Equipment,86.03M
ULCC,Frontier Group Holdings,Airlines,2.81B
ULH,Universal Logistics Holdings,Road &amp; Rail,493.17M
ULTA,Ulta Beauty,Specialty Retail,20.11B
UMBF,UMB Financial,Banks,4.86B
UMC,United Microelectronics,Semiconductors &amp; Semiconductor Equipment,30.28B
UMH,UMH Properties,"Equity Real Estate 
Investment Trusts...",1.11B
UMPQ,Umpqua Holdings,Banks,4.08B
UNAM,Unico American,Insurance,16.66M
UNB,Union Bankshares,Banks,138.14M
UNCY,Unicycive Therapeutics,Biotechnology,32.04M
UNF,UniFirst,Commercial Services &amp; Supplies,3.66B
UNFI,United Natural Foods,Food &amp; Staples Retailing,2.75B
UNH,UnitedHealth Group,Health Care Providers &amp; Services,418.50B
UNIT,Uniti Group,"Equity Real Estate 
Investment Trusts...",3.06B
UNM,Unum Group,Insurance,4.58B
UNP,Union Pacific,Road &amp; Rail,149.95B
UNTY,Unity Bancorp,Banks,264.85M
UNVR,Univar Solutions,Trading Companies &amp; Distributors,4.41B
UONE,Urban One,Media,182.00M
UONEK,Urban One,Media,182.00M
UP,Wheels Up Experience,Airports &amp; Air Services,1.02B
UPC,Universe Pharmaceuticals,Biotechnology,46.98M
UPH,UpHealth,Health Information Services,343.32M
UPLD,Upland Software,Software,579.39M
UPS,United Parcel Service,Air Freight &amp; Logistics,168.74B
UPST,Upstart Holdings,Consumer Finance,14.72B
UPTD,TradeUP Acquisition,Blank Check / SPAC,52.84M
UPWK,Upwork,Professional Services,4.78B
URBN,Urban Outfitters,Specialty Retail,3.00B
URG,Ur-Energy,"Oil, Gas &amp; Consumable Fuels",322.10M
URGN,UroGen Pharma,Biotechnology,267.25M
URI,United Rentals,Trading Companies &amp; Distributors,24.52B
UROY,Uranium Royalty,Uranium,326.06M
USAC,USA Compression Partners LP,Energy Equipment &amp; Services,1.42B
USAK,USA Truck,Road &amp; Rail,151.26M
USAP,Universal Stainless &amp; Alloy Products,Metals &amp; Mining,68.66M
USAS,Americas Gold &amp; Silver,Metals &amp; Mining,135.46M
USAU,U.S. Gold,Metals &amp; Mining,76.58M
USB,U.S. Bancorp,Banks,81.33B
USCB,U.S. Century Bank,Banks-Regional,286.20M
USDP,USD Partners LP,"Oil, Gas &amp; Consumable Fuels",159.49M
USEG,U.S. Energy,"Oil, Gas &amp; Consumable Fuels",15.24M
USER,UserTesting,Software-Application,1.19B
USFD,US Foods Holding,Food &amp; Staples Retailing,6.71B
USIO,"Usio, Inc.",IT Services,160.55M
USLM,United States Lime &amp; Minerals,Construction Materials,680.94M
USM,United States Cellular,Wireless Telecommunication Services,2.47B
USNA,USANA Health Sciences,Personal Products,1.93B
USPH,U.S. Physical Therapy,Health Care Providers &amp; Services,1.09B
USWS,U.S. Well Services,Oil &amp; Gas Equipment &amp; Services,82.72M
USX,U.S. Xpress Enterprises,Road &amp; Rail,370.57M
UTHR,United Therapeutics,Biotechnology,8.52B
UTI,Universal Technical Institute,Diversified Consumer Services,269.89M
UTL,Unitil,Multi-Utilities,653.30M
UTMD,Utah Medical Products,Health Care Equipment &amp; Supplies,418.62M
UTME,UTime,Consumer Electronics,31.00M
UTRS,Minerva Surgical,Health Information Services,171.41M
UTSI,UTStarcom Holdings,Communications Equipment,37.99M
UTZ,Utz Brands,Food Products,1.88B
UUU,Universal Security Instruments,"Electronic Equipment, Instruments &amp; C...",8.92M
UUUU,Energy Fuels,"Oil, Gas &amp; Consumable Fuels",1.34B
UVE,Universal Insurance Holdings,Insurance,474.06M
UVSP,Univest Financial,Banks,811.91M
UVV,Universal,Tobacco,1.16B
UWMC,UWM Holdings,Mortgage Finance,10.92B
UXIN,Uxin Limited,Internet &amp; Direct Marketing Retail,774.89M
V,"Visa, Inc.",IT Services,413.81B
VABK,Virginia National Bankshares,Banks,183.51M
VAC,Marriott Vacations Worldwide,"Hotels, Restaurants &amp; Leisure",6.26B
VACC,Vaccitech,Biotechnology,424.15M
VAL,Valaris,Oil &amp; Gas Equipment &amp; Services,2.27B
VALE,Vale S.A.,Metals &amp; Mining,61.46B
VALN,Valneva SE,Biotechnology,3.28B
VALU,Value Line,Capital Markets,387.06M
VAPO,Vapotherm,Health Care Equipment &amp; Supplies,592.37M
VAQC,Vector Acquisition II,Blank Check / SPAC,564.32M
VATE,INNOVATE,Engineering &amp; Construction,293.96M
VAXX,Vaxxinity,Biotechnology,1.37B
VBFC,Village Bank &amp; Trust Financial,Banks,84.72M
VBIV,VBI Vaccines,Biotechnology,802.79M
VBLT,Vascular Biogenics,Biotechnology,162.16M
VBNK,VersaBank,Banks-Regional,347.71M
VBTX,Veritex Holdings,Banks,1.95B
VC,Visteon,Auto Components,3.01B
VCEL,Vericel,Biotechnology,1.65B
VCKA,Vickers Vantage I,Blank Check / SPAC,231.17M
VCNX,Vaccinex,Biotechnology,46.20M
VCRA,Vocera Communications,Health Care Technology,2.07B
VCTR,Victory Capital Holdings,Capital Markets,2.43B
VCXA,10x Capital Venture Acquisition II,Blank Check / SPAC,288.88M
VCYT,Veracyte,Biotechnology,2.69B
VEC,Vectrus,Aerospace &amp; Defense,483.67M
VECO,Veeco Instruments,Semiconductors &amp; Semiconductor Equipment,1.32B
VECT,VectivBio Holding AG,Biotechnology,109.38M
VEEE,"Twin Vee PowerCats, Co.",Recreational Vehicles,23.66M
VEEV,Veeva Systems,Health Care Technology,43.35B
VEL,Velocity Financial,Thrifts &amp; Mortgage Finance,401.72M
VELO,Velocity Acquisition,Blank Check / SPAC,281.18M
VENA,Venus Acquisition,Blank Check / SPAC,60.75M
VEON,VEON Ltd.,Wireless Telecommunication Services,3.18B
VERA,Vera Therapeutics,Biotechnology,708.12M
VERB,Verb Technology Company,Software,100.77M
VERI,Veritone,Software,818.55M
VERO,Venus Concept,Medical Devices,64.45M
VERU,Veru Inc.,Personal Products,551.79M
VERV,Verve Therapeutics,Biotechnology,1.60B
VERX,Vertex,Software-Application,2.59B
VERY,Vericity,Insurance,125.25M
VET,Vermilion Energy,"Oil, Gas &amp; Consumable Fuels",1.59B
VEV,Vicinity Motor,Auto Manufacturers,114.62M
VFC,VF Corporation,"Textiles, Apparel &amp; Luxury Goods",27.82B
VFF,Village Farms International,Food Products,552.35M
VG,Vonage Holdings,Diversified Telecommunication Services,5.22B
VGFC,The Very Good Food Company,Packaged Foods,110.24M
VGII,Virgin Group Acquisition II,Blank Check / SPAC,494.07M
VGR,Vector Group,Tobacco,2.39B
VGZ,Vista Gold,Metals &amp; Mining,84.97M
VHAQ,Viveon Health Acquisition,Blank Check / SPAC,251.81M
VHC,VirnetX Holding,Software,195.18M
VHI,Valhi,Chemicals,745.95M
VIA,Via Renewables,Utilities-Regulated Electric,174.26M
VIAC,ViacomCBS,Media,19.32B
VIACA,ViacomCBS,Media,19.38B
VIAO,VIA optronics AG,Electronic Components,183.72M
VIAV,Viavi Solutions,Communications Equipment,3.52B
VICI,VICI Properties,"Equity Real Estate 
Investment Trusts...",16.82B
VICR,Vicor,Electrical Equipment,6.14B
VIEW,"View, Inc.",Building Products &amp; Equipment,916.06M
VII,7GC &amp; Co. Holdings,Blank Check / SPAC,280.31M
VINC,Vincerx Pharma,Biotechnology,210.21M
VINO,Gaucho Group Holdings,Real Estate-Diversified,26.18M
VINP,Vinci Partners Investments,Asset Management,568.94M
VIOT,Viomi Technology Co.,Household Durables,216.72M
VIPS,Vipshop Holdings,Internet &amp; Direct Marketing Retail,6.48B
VIR,Vir Biotechnology,Biotechnology,6.15B
VIRC,Virco Manufacturing,Commercial Services &amp; Supplies,53.30M
VIRI,Virios Therapeutics,Biotechnology,42.24M
VIRT,Virtu Financial,Capital Markets,3.17B
VIRX,Viracta Therapeutics,Biotechnology,153.35M
VISL,Vislink Technologies,Communications Equipment,62.32M
VIST,Vista Oil &amp; Gas,"Oil, Gas &amp; Consumable Fuels",437.73M
VITL,Vital Farms,Farm Products,658.99M
VIV,Telefonica Brasil,Telecom Services,14.91B
VIVE,Viveve Medical,Health Care Equipment &amp; Supplies,15.37M
VIVO,Meridian Bioscience,Health Care Equipment &amp; Supplies,848.21M
VJET,Voxeljet AG,Machinery,52.56M
VKTX,Viking Therapeutics,Biotechnology,392.74M
VLAT,Valor Latitude Acquisition,Blank Check / SPAC,278.87M
VLCN,Volcon,Auto Manufacturers,167.46M
VLD,Velo3D,Computer Hardware,1.77B
VLDR,Velodyne Lidar,Scientific &amp; Technical Instruments,986.16M
VLGEA,Village Super Market,Food &amp; Staples Retailing,311.03M
VLN,Valens Semiconductor,Semiconductors,110.71M
VLO,Valero Energy,"Oil, Gas &amp; Consumable Fuels",27.52B
